type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
W	43.512551000	-121.972999000	1459.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32060	Cross RR
W	43.512289000	-121.973347000	1462.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32070	Crescent Lake Rd turn (El 4800')
W	43.509078000	-121.969226000	1459.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32090	Crescent Lake Rd/FR 60
W	43.474368000	-122.030440000	1487.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320C0	FR 60 bend
W	43.455862000	-122.023430000	1519.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320D0	FR 60 (Paved/Unpaved)
W	43.450886000	-121.968583000	1496.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320F0	FR 60 (Pass FR 6015)
W	43.449854000	-121.960430000	1470.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320H0	FR 60 turn
W	43.429960000	-121.972620000	1499.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320J0	FR 60 (Cross Refrigerator Cr)
W	43.416939000	-121.963563000	1524.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320K0	FR 60 bend (El 5000')
W	43.377428000	-121.995540000	1654.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320L0	FR 60 bend (El 5408')
W	43.367415000	-122.033429000	1774.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320M0	Windigo Pass (Pacific Crest Tr crossing El 5817')
W	43.350804000	-122.057678000	1654.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320N0	FR 60 bend (El 5410')
W	43.357136000	-122.066943000	1628.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320P0	FR 60 hairpin turn (El 5310')
W	43.345545000	-122.075073000	1589.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320R0	FR 60 bend
W	43.338446000	-122.091750000	1565.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320S0	FR 60 (Pass FR 630 El 5126')
W	43.334198000	-122.093896000	1529.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320T0	FR 60 (Pass FR 700 El 5021')
W	43.320361000	-122.100761000	1407.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320U0	FR 60 (El 4600')
W	43.311878000	-122.118349000	1294.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320V0	FR 60 unpaved/FR 2612 paved (El 4260')
W	43.312655000	-122.155652000	1276.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320W0	FR 2612/FR 2614
W	43.310016000	-122.155242000	1271.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y320Z0	FR 2614 bend
W	43.297763000	-122.191571000	1285.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32110	FR 2614/Birds Point Rd (El 4240')
W	43.287840000	-122.178312000	1340.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32120	Birds Point Rd bend (El 4430')
W	43.258281000	-122.174576000	1382.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32130	Birds Point Rd/SR 138 (El 4575')
W	43.234911000	-122.141517000	1482.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32140	SR 138 bend (El 4840')
W	43.185450000	-122.130672000	1638.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32150	SR 138/Diamond Lake Loop (El 5382')
W	43.185266000	-122.134134000	1626.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y32160	Diamond Lake Loop bend
W	43.136744000	-122.137499000	1588.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y321C0	Diamond Lake Loop Rd (FR 4795/FR 6592)
W	43.126745000	-122.135653000	1597.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y321E0	Diamond Lake Loop Rd FR 6592/SR 230
W	43.126617000	-122.132349000	1607.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y321F0	SR 230/SR 138
W	43.088840000	-122.116720000	1766.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y321H0	SR 138/Crater Lake Hwy (El 5857')
W	43.027970000	-122.119040000	1825.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y0301F	Pumice Desert Viewpoint
W	43.000805000	-122.134652000	1950.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03020	Crater Lake Hwy (Pacific Crest Tr crossing El 6425')
W	42.972507000	-122.153672000	2167.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03030	Crater Lake Hwy bend (El 7070')
W	42.966070000	-122.151576000	2211.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03040	Crater Lake Hwy/Rim Dr (El 7245')
W	42.953214000	-122.174189000	2338.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03050	Rim Dr bend (El 7670')
W	42.941233000	-122.180612000	2259.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03060	Rim Dr bend (El 7420')
W	42.911825000	-122.148012000	2166.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03070	Rim Dr turn (Pass Rim Village Dr El 7081')
W	42.910366000	-122.149150000	2155.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030C0	Rim Dr bend (El 7050')
W	42.902423000	-122.148599000	2141.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030D0	Rim Dr bend (El 6970')
W	42.905154000	-122.135983000	2040.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030E0	Rim Dr bend (El 6800')
W	42.895519000	-122.134229000	1968.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030F0	Rim Dr/Crater Lake Hwy (El 6428')
W	42.867149000	-122.146268000	1847.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030H0	Crater Lake Hwy bend (El 6130')
W	42.871513000	-122.169910000	1835.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030J0	Crater Lake Hwy bend (El 6110')
W	42.865777000	-122.169127000	1841.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030N0	Crater Lake Hwy/SR 62 (El 6057')
W	42.871264000	-122.172100000	1867.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030P0	SR 62 bend
W	42.871369000	-122.180223000	1883.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030R0	SR 62 (Pacifc Crest Tr crossing El 6180')')
W	42.887343000	-122.200151000	1767.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030S0	SR 62 bend (El 5780')
W	42.901677000	-122.283801000	1476.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030T0	Crater Lake N.P. boundary (El 4840')
W	42.927611000	-122.373877000	1188.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030U0	SR 62 bend (El 3890')
W	42.920752000	-122.429581000	1052.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y030V0	SR 62 (Pass SR 230 El 3450')
W	42.846294000	-122.480264000	910.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03110	SR 62 (Pass FR 60 El 3149')
W	42.759870000	-122.488642000	800.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03140	SR 62/Mill Creek Dr (El 2498')
W	42.750764000	-122.488890000	781.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03160	Mill Creek Dr/Butte Falls-Prospect Rd (El 2500')
W	42.737846000	-122.445201000	798.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031A0	Butte Falls-Prospect Rd bend (Pass FR 37)
W	42.735373000	-122.448869000	796.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031B0	Butte Falls-Prospect Rd bend (El 2625')
W	42.733650000	-122.431660000	755.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031C0	Cross Middle Fork Rogue River (El 2480')
W	42.732891000	-122.429133000	792.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031D0	Butte Falls-Prospect Rd bend (EL 2600')
W	42.704544000	-122.452970000	829.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031E0	Butte Falls-Prospect Rd bend
W	42.703570000	-122.449400000	806.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031F0	Cross South Fork Rogue River (El 2660')
W	42.694246000	-122.424877000	937.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031H0	Butte Falls-Prospect Rd bend (El 3080')
W	42.668441000	-122.434958000	945.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031J0	Pass Carney Flat Rd (El 3000')
W	42.632402000	-122.462599000	947.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031K0	Butte Falls-Prospect Rd (El 3100')
W	42.615881000	-122.454429000	974.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031L0	Pass Lodgepole Rd (El 3200')
W	42.551379000	-122.514467000	826.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031M0	Butte Falls-Prospect Rd bend (El 2710')
W	42.543416000	-122.553673000	769.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031N0	Butte Falls-Prospect Rd bend
W	42.538804000	-122.553005000	737.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031P0	Butte Falls-Prospect Rd/Fish Lake Rd CR 821 (El 2420')
W	42.533916000	-122.518521000	779.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031T0	Fish Lake Rd CR 821 bend (El 2550')
W	42.491641000	-122.456832000	891.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031U0	Fish Lake Rd CR 821 (Pass Willow Lake Rd El 2920')
W	42.492955000	-122.423100000	949.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031X0	Fish Lake Rd CR 821 bend (El 3100')
W	42.489452000	-122.421298000	959.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y031Z0	Fish Lake Rd CR 821 (Pass FR 37)
W	42.447898000	-122.395891000	1195.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03200	CR 821 (El 3940')
W	42.425637000	-122.395334000	1315.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03210	CR 821 bend (El 4275')
W	42.385684000	-122.356410000	1408.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03220	CR 821/SR 140 (El 4580')
W	42.384740000	-122.359628000	1399.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03230	SR 140/FR 37
W	42.356223000	-122.359349000	1434.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03250	FR 37 (Pass FR 3705 El 4710')
W	42.309208000	-122.352633000	1444.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03260	FR 37 bend (Pass Linda Rd El 4740')
W	42.306360000	-122.366264000	1386.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03290	FR 37 bend
W	42.285777000	-122.371001000	1414.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032B0	FR 37/Dead Indian Mem. Rd CR 722 (El 4593')
W	42.265749000	-122.449601000	1387.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032C0	Pass Hyatt Prairie Rd (El 4590')
W	42.250843000	-122.471895000	1451.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032F0	Dead Indian Mem Rd bend (El 4760')
W	42.259414000	-122.502315000	1546.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032H0	Dead Indian Mem Rd bend (El 5080')
W	42.251873000	-122.509232000	1582.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032J0	Dead Indian Summit (El 5200')
W	42.236993000	-122.517405000	1479.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032K0	Dead Indian Mem Rd bend (El 4760')
W	42.242141000	-122.529305000	1363.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032L0	Dead Indian Mem Rd bend (El 4430')
W	42.235329000	-122.525454000	1299.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032M0	Dead Indian Mem Rd bend (El 4260')
W	42.241557000	-122.568231000	989.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032N0	Dead Indian Mem Rd switchback (El 3190')
W	42.224295000	-122.604030000	752.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032P0	Dead Indian Mem Rd switchback (El 2460')
W	42.191207000	-122.654428000	589.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032R0	Dead Indian Mem Rd bend (El 1950')
W	42.182564000	-122.655574000	585.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y032S0	Dead Indian Memorial Rd/SR 66
W	42.131538000	-122.612228000	692.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03340	SR 66/Old Siskiyou Hwy SR 273 (El 2280')
W	42.092060000	-122.589600000	948.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03350	Old Siskiyou Hwy SR 273 overpass (El 3132')
W	42.092170000	-122.598080000	995.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03360	Old Siskiyou Hwy SR 273 bend (El 3250')
W	42.080130000	-122.590640000	1083.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03370	Old Siskiyou Hwy SR 273 bend (El 3460')
W	42.073470000	-122.601480000	1201.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03390	Old Siskiyou Hwy SR 273 switchback (El 3940')
W	42.073517000	-122.607378000	1230.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033C0	Old Siskiyou Hwy SR 273/Old Hwy 99 (El 4010')
W	42.055121000	-122.603691000	1364.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033D0	Old Hwy 99 top (Pacific Crest Tr crossing El 4365')
W	42.036905000	-122.589078000	1254.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033E0	Old Hwy 99 bend (El 4100')
W	42.022480000	-122.596347000	1153.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033F0	Old Hwy 99 bend (El 4100')
W	42.018030000	-122.611570000	1084.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033H0	Old Hwy 99/I-5 Exit 1 (El 3570')
W	42.005410000	-122.615619000	1014.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033J0	Oregon/California State Line
W	41.992679000	-122.609698000	951.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033K0	I-5 (Pass Exit 796)
W	41.919750000	-122.573218000	701.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033M0	I-5 Exit 790/Hornbrook Rd (El 2300')
W	41.920169000	-122.568063000	680.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033N0	Hornbrook Rd turn
W	41.898208000	-122.551289000	652.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033R0	Hornbrook Rd/Copco Rd CR A28 (El 2147')
W	41.899795000	-122.508459000	657.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033S0	Copco Rd CR A28/Ager Rd CR A28
W	41.898987000	-122.508647000	652.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033T0	Ager Rd CR A28 (Cross Klamath River El 2140')
W	41.865463000	-122.464557000	713.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033U0	Ager Rd CR A28 bend
W	41.774998000	-122.524638000	842.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033V0	Ager Rd CR A28 bend
W	41.734575000	-122.524632000	771.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033W0	Ager Rd CR A28/11th St CR A28
W	41.728220000	-122.527599000	774.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y033X0	11th St CR A28/11th St SR 3 (El 2550')
W	41.724576000	-122.530171000	774.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03400	11th St SR3/Montague Grenada Rd
W	41.709030000	-122.538356000	750.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03410	Cross Shasta River
W	41.647197000	-122.520432000	782.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03420	Montague Grenada Rd/99-97 Cutoff CR A12
W	41.647196000	-122.522363000	784.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03430	99-97 Cutoff CR A12/Siskiyou Blvd
W	41.628014000	-122.522096000	782.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03450	Under I-5
W	41.602950000	-122.523522000	791.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03460	Siskiyou Blvd/Old Hwy 99
W	41.574712000	-122.524981000	811.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03470	Old Hwy 99 (Pass Timmons Rd)
W	41.496710000	-122.512238000	860.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034A0	Old Hwy 99 bend
W	41.440515000	-122.435118000	928.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034B0	Old Hwy 99/N Old Stage Rd (El 3109')
W	41.409187000	-122.433658000	1002.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034C0	N Old Stage Rd bend
W	41.399574000	-122.420440000	1053.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034D0	N Old Stage Rd (Pass College Av El 3460')
W	41.375928000	-122.377824000	1183.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034L0	N Old Stage Rd bend (El 3853')
W	41.363483000	-122.376752000	1159.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034M0	N Old Stage Rd (Cross Deetz Rd
W	41.342153000	-122.351818000	1144.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034N0	N Old Stage Rd turn (Pass  Abrams Lake Rd)
W	41.338205000	-122.353363000	1134.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034P0	N Old Stage Rd bend
W	41.308979000	-122.326542000	1053.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034R0	N Old Stage Rd/Hatchery Ln (El 3469')
W	41.310868000	-122.323064000	1053.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034S0	Hatchery Ln/W Lake St
W	41.309887000	-122.321124000	1060.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034T0	W Lake St bend
W	41.313829000	-122.311520000	1090.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y034U0	Lake St/Chestnut St
W	41.312291000	-122.310961000	1096.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03510	Chestnut St/S Mt Shasta Blvd
W	41.306491000	-122.311006000	1091.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03530	S Mt Shasta Blvd turn
W	41.289538000	-122.306078000	1086.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03560	S Mt Shasta Blvd bend
W	41.287222000	-122.298433000	1092.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03570	S Mt Shasta Blvd/SR 89 (El 3553')
W	41.270142000	-122.242770000	1283.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03590	SR 89 (Pass CR 88 El 4220')
W	41.268553000	-122.214703000	1366.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035A0	Snowman's Hill (El 4470')
W	41.259805000	-122.147948000	1056.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035B0	SR 89 bend
W	41.251130000	-122.136254000	983.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035E0	SR 89 bend (El 3270')
W	41.256768000	-122.030071000	1038.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035F5	SR 89/McCloud R. Lp. Rd.
W	41.248341000	-122.026477000	1009.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035H3	McCloud R. Lp. Rd bend
W	41.237483000	-122.001114000	1087.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035H8	McCloud R. Lp. Rd bend
W	41.254869000	-121.942737000	1116.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035HE	McCloud R. Lp. Rd bend
W	41.263678000	-121.942533000	1121.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035HJ	McCloud R. Lp. Rd/SR 89
W	41.266152000	-121.857502000	1207.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035J0	SR 89 bend (El 3963')
W	41.252718000	-121.824045000	1207.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035L0	SR 89 (Pass Harris Springs Rd El 3960')
W	41.202011000	-121.770103000	1375.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035M0	Dead Horse Summit (El  4505')
W	41.183198000	-121.717822000	1302.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035N0	Siskiyou/Shasta County Line (El 4225')
W	41.146030000	-121.647190000	1258.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035P0	SR 89 bend (Pass CR A19 El 4134')
W	41.050715000	-121.637707000	942.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035R0	SR 89/uns Clark Creek Rd
W	41.043789000	-121.673705000	871.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035T0	Clark Creek Rd Bend
W	41.024489000	-121.672735000	850.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035U0	Clark Creek Rd Bend
W	40.997743000	-121.629760000	912.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y035X0	Clark Creek Rd/SR 89
W	40.969765000	-121.618932000	942.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03600	SR 89 (Cross RR)
W	40.938191000	-121.606637000	970.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03610	SR 89 (Cross SR 299 El 3163')
W	40.877529000	-121.560786000	980.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03690	SR 89 (Pass Cassel Rd)
W	40.830603000	-121.513295000	1009.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036A0	SR 89 bend (Pass Doty Rd El 3310')
W	40.752626000	-121.489735000	1105.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036C0	SR 89 (Pass Wilcox Rd El 3630')
W	40.727986000	-121.429728000	1198.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036F0	SR 89 bend (El 3930')
W	40.680655000	-121.424675000	1326.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036K0	SR 89/SR 89 & SR 44 (El 4145')
W	40.650058000	-121.461496000	1392.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036R0	SR 89 & SR 44 (Pass Sugarloaf Ln El 4580')
W	40.610533000	-121.515613000	1563.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036S0	SR 89 & SR 44 (El 5100')
W	40.562401000	-121.575800000	1809.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036T0	Eskimo Hill Summit (El 5933')
W	40.544573000	-121.577669000	1756.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036U0	SR 89 & SR 44/SR 89 (El 5804')
W	40.536226000	-121.568595000	1792.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036W0	SR 89 bend (El 5880')
W	40.542872000	-121.541548000	1883.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y036Z0	SR 89 bend (El 6140')
W	40.569818000	-121.529330000	1749.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03700	SR 89 bend (El 5740')
W	40.509548000	-121.465909000	1959.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03720	SR 89 bend (El 6290')
W	40.496215000	-121.426283000	2036.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03730	SR 89 bend (El 6700')
W	40.475299000	-121.432364000	2160.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03750	SR 89 (El 7000')
W	40.459342000	-121.468836000	2237.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03760	SR 89 bend (El 7360')
W	40.476374000	-121.478703000	2454.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03770	SR 89 bend (El 7950')
W	40.475114000	-121.501011000	2600.7				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03790	Lassen Peak Summit (El 8512')
W	40.466243000	-121.505064000	2524.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037B0	SR 89 bend (El 8280')
W	40.465022000	-121.525493000	2389.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037C0	SR 89 switchback (El 7840')
W	40.444585000	-121.519638000	2224.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037D0	SR 89 bend (El 7300')
W	40.449434000	-121.534424000	2137.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037E0	SR 89 bend (El 7000')
W	40.391536000	-121.524711000	1893.0				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037H0	SR 89 (El 6210')
W	40.366258000	-121.535912000	1743.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037J0	SR 89/SR 89 & SR 36 (El 5760')
W	40.348198000	-121.541551000	1631.2				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037K0	SR 89 & SR 36 bend (El 5450')
W	40.362310000	-121.510806000	1479.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037L0	SR 89 & SR 36 (Pass SR 172 El 4860')
W	40.362357000	-121.497190000	1496.9				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037M0	SR 89 & SR 36 (El 4830')
W	40.339179000	-121.476517000	1486.1				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037P0	SR 89 & SR 36 (Pass Wilson Lake Rd El 4880')
W	40.279399000	-121.421199000	1423.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037S0	SR 89 & SR 36 (Pass SR 32 El 4647')
W	40.259698000	-121.394317000	1462.3				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037T0	SR 89 & SR 36 bend (El 4800')
W	40.260178000	-121.356536000	1499.5				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037U0	Tehama/Plumas County Line (El 4820')
W	40.261768000	-121.338923000	1539.8				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037V0	Pacific Crest Tr crossing (El 5010')
W	40.278710000	-121.253528000	1381.4				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y037W0	SR 89 & SR 36/SR 89 (El 4533')
W	40.227130000	-121.208341000	1396.6				http://maps.google.com/mapfiles/kml/shapes/placemark_square.png	Y03840	SR 89 (Pass Humbug Humboldt Cross Rd)
